"","dclientes"
"798",0.0589181076681775
"799",0.0593735132195023
"800",0.0598356298820358
"801",0.0603021672122049
"802",0.0607708367135365
"803",0.061239366800422
"804",0.0617055178002525
"805",0.0621670968807775
"806",0.0626219727860155
"807",0.0630680902615187
"808",0.0635034840483485
"809",0.0639262923248313
"810",0.0643347694760827
"811",0.0647272980734616
"812",0.0651023999495714
"813",0.0654587462591768
"814",0.0657951664224525
"815",0.0661106558543014
"816",0.0664043823920522
"817",0.0666756913436097
"818",0.0669241090890346
"819",0.0671493451804842
"820",0.0673512928983659
"821",0.0675300282353322
"822",0.0676858072942571
"823",0.0678190621014521
"824",0.0679303948519488
"825",0.068020570619556
"826",0.0680905085804056
"827",0.068141271814673
"828",0.0681740557669101
"829",0.0681901754607621
"830",0.0681910515785792
"831",0.0681781955303717
"832",0.0681531936495069
"833",0.0681176906643128
"834",0.0680733726051575
"835",0.0680219493154308
"836",0.067965136742009
"837",0.0679046391860758
"838",0.0678421316984818
"839",0.0677792428050273
"840",0.0677175377460746
"841",0.0676585024116695
"842",0.0676035281478474
"843",0.0675538976020297
"844",0.0675107717654016
"845",0.0674751783579901
"846",0.0674480016879289
"847",0.0674299741002523
"848",0.0674216691126783
"849",0.0674234963164411
"850",0.0674356980995447
"851",0.0674583482281212
"852",0.0674913522991679
"853",0.0675344500551352
"854",0.067587219527965
"855",0.0676490829575762
"856",0.0677193144078085
"857",0.0677970489817963
"858",0.0678812935189872
"859",0.0679709386378544
"860",0.0680647719720633
"861",0.0681614924337101
"862",0.0682597253254665
"863",0.0683580381142383
"864",0.0684549566724118
"865",0.0685489817890206
"866",0.0686386057522618
"867",0.0687223288067235
"868",0.0687986752934022
"869",0.0688662092879857
"870",0.0689235495628059
"871",0.0689693837101347
"872",0.0690024812788693
"873",0.0690217057928644
"874",0.0690260255369204
"875",0.0690145230154096
"876",0.0689864030083779
"877",0.0689409991703526
"878",0.0688777791376768
"879",0.0687963481306212
"880",0.0686964510564795
"881",0.0685779731390159
"882",0.068440939117705
"883",0.0682855110769487
"884",0.0681119849806219
"885",0.0679207860007195
"886",0.0677124627403918
"887",0.0674876804611631
"888",0.0672472134315571
"889",0.0669919365196886
"890",0.0667228161556241
"891",0.0664409007905356
"892",0.0661473109789471
"893",0.0658432292078299
"894",0.0655298895920836
"895",0.0652085675502192
"896",0.0648805695670271
"897",0.0645472231418626
"898",0.0642098670121336
"899",0.0638698417318366
"900",0.0635284806747759
"901",0.0631871015216184
"902",0.0628469982793898
"903",0.0625094338715841
"904",0.0621756333269175
"905",0.061846777585051
"906",0.0615239979284795
"907",0.0612083710413431
"908",0.060900914688251
"909",0.0606025839993909
"910",0.0603142683422797
"911",0.0600367887555088
"912",0.0597708959157778
"913",0.0595172686063647
"914",0.0592765126529344
"915",0.0590491602912015
"916",0.05883566993037
"917",0.0586364262764308
"918",0.0584517407802108
"919",0.0582818523764797
"920",0.0581269284823264
"921",0.0579870662253523
"922",0.0578622938748851
"923",0.0577525724523261
"924",0.0576577974998084
"925",0.0575778009894873
"926",0.0575123533589309
"927",0.0574611656611538
"928",0.0574238918207762
"929",0.0574001309905339
"930",0.0573894300048622
"931",0.0573912859294837
"932",0.0574051487078056
"933",0.0574304239064599
"934",0.0574664755634622
"935",0.0575126291432277
"936",0.0575681746030499
"937",0.0576323695756225
"938",0.0577044426717853
"939",0.0577835969069109
"940",0.0578690132532401
"941",0.0579598543190633
"942",0.0580552681539438
"943",0.058154392177245
"944",0.0582563572250822
"945",0.0583602917085202
"946",0.0584653258734235
"947",0.058570596149882
"948",0.0586752495766206
"949",0.0587784482833146
"950",0.0588793740112945
"951",0.0589772326508011
"952",0.059071258770759
"953",0.0591607201150225
"954",0.0592449220372423
"955",0.0593232118449292
"956",0.0593949830219798
"957",0.0594596792978967
"958",0.0595167985312102
"959",0.0595658963741829
"960",0.0596065896857917
"961",0.0596385596602163
"962",0.0596615546386411
"963",0.0596753925730959
"964",0.0596799631123196
"965",0.0596752292812313
"966",0.0596612287275363
"967",0.0596380745112616
"968",0.0596059554156221
"969",0.0595651357605346
"970",0.0595159547033277
"971",0.0594588250147188
"972",0.0593942313219393
"973",0.0593227278149516
"974",0.0592449354160159
"975",0.0591615384173833
"976",0.0590732805966016
"977",0.0589809608237724
"978",0.0588854281800668
"979",0.0587875766118324
"980",0.0586883391496689
"981",0.0585886817268523
"982",0.0584895966363896
"983",0.0583920956707253
"984",0.0582972029926331
"985",0.0582059477900351
"986",0.0581193567713391
"987",0.0580384465612866
"988",0.0579642160602066
"989",0.0578976388318971
"990",0.0578396555870501
"991",0.0577911668301397
"992",0.0577530257379638
"993",0.0577260313375196
"994",0.0577109220495779
"995",0.0577083696621895
"996",0.057718973795385
"997",0.0577432569145485
"998",0.0577816599453548
"999",0.0578345385378085
"1000",0.0579021600208571
"1001",0.0579847010823195
"1002",0.058082246201571
"1003",0.0581947868546231
"1004",0.0583222215030336
"1005",0.0584643563695949
"1006",0.0586209069950685
"1007",0.0587915005615012
"1008",0.0589756789589805
"1009",0.059172902564193
"1010",0.059382554690961
"1011",0.0596039466651726
"1012",0.0598363234692977
"1013",0.0600788698951135
"1014",0.0603307171374438
"1015",0.0605909497567332
"1016",0.0608586129342168
"1017",0.0611327199403642
"1018",0.0614122597352254
"1019",0.0616962046183238
"1020",0.0619835178458423
"1021",0.0622731611340347
"1022",0.062564101970056
"1023",0.0628553206547047
"1024",0.0631458170058666
"1025",0.0634346166566793
"1026",0.063720776888519
"1027",0.0640033919457661
"1028",0.0642815977868215
"1029",0.0645545762339156
"1030",0.0648215584927585
"1031",0.0650818280218871
"1032",0.0653347227405514
"1033",0.0655796365730051
"1034",0.0658160203359953
"1035",0.0660433819849473
"1036",0.066261286242683
"1037",0.0664693536423756
"1038",0.0666672590237089
"1039",0.0668547295277762
"1040",0.0670315421420276
"1041",0.0671975208514715
"1042",0.0673525334562978
"1043",0.0674964881190675
"1044",0.0676293297065627
"1045",0.0677510359923215
"1046",0.0678616137857681
"1047",0.0679610950527368
"1048",0.0680495330900957
"1049",0.0681269988141744
"1050",0.0681935772188371
"1051",0.068249364054425
"1052",0.0682944627734898
"1053",0.068328981783374
"1054",0.0683530320393703
"1055",0.0683667250055188
"1056",0.0683701710032175
"1057",0.0683634779608221
"1058",0.068346750570439
"1059",0.0683200898512669
"1060",0.0682835931122276
"1061",0.0682373543003588
"1062",0.0681814647155833
"1063",0.0681160140671275
"1064",0.0680410918420729
"1065",0.0679567889523661
"1066",0.067863199623097
"1067",0.0677604234820294
"1068",0.0676485678082218
"1069",0.0675277498961236
"1070",0.0673980994907444
"1071",0.0672597612493594
"1072",0.0671128971856861
"1073",0.0669576890535103
"1074",0.066794340628306
"1075",0.0666230798474265
"1076",0.0664441607718911
"1077",0.0662578653355934
"1078",0.0660645048508663
"1079",0.0658644212426845
"1080",0.0656579879873348
"1081",0.0654456107350743
"1082",0.0652277276000942
"1083",0.0650048091049633
"1084",0.0647773577706142
"1085",0.0645459073468228
"1086",0.0643110216819874
"1087",0.0640732932348283
"1088",0.063833341234366
"1089",0.0635918094981925
"1090",0.0633493639226055
"1091",0.0631066896616098
"1092",0.0628644880150993
"1093",0.0626234730496901
"1094",0.0623843679786704
"1095",0.0621479013303451
"1096",0.061914802936661
"1097",0.0616857997763805
"1098",0.0614616117092021
"1099",0.0612429471390834
"1100",0.061030498646568
"1101",0.0608249386311451
"1102",0.0606269150055257
"1103",0.0604370469842038
"1104",0.060255921008743
"1105",0.0600840868518707
"1106",0.0599220539416706
"1107",0.0597702879459066
"1108",0.0596292076548009
"1109",0.0594991821984137
"1110",0.0593805286321443
"1111",0.0592735099208027
"1112",0.0591783333482133
"1113",0.0590951493754279
"1114",0.0590240509663857
"1115",0.0589650733952942
"1116",0.0589181945451764
"1117",0.0588833357019694
"1118",0.0588603628433428
"1119",0.0588490884160709
"1120",0.0588492735904207
"1121",0.0588606309746536
"1122",0.0588828277674617
"1123",0.0589154893210176
"1124",0.0589582030823884
"1125",0.0590105228763932
"1126",0.0590719734886426
"1127",0.0591420555035321
"1128",0.0592202503484234
"1129",0.0593060254921886
"1130",0.0593988397437479
"1131",0.0594981485942431
"1132",0.0596034095450881
"1133",0.0597140873633469
"1134",0.059829659205735
"1135",0.0599496195530305
"1136",0.0600734848978271
"1137",0.060200798130368
"1138",0.0603311325696513
"1139",0.0604640955901014
"1140",0.0605993317978162
"1141",0.0607365257147234
"1142",0.0608754039338589
"1143",0.0610157367143977
"1144",0.0611573389909553
"1145",0.0613000707780019
"1146",0.06144383695692
"1147",0.0615885864402303
"1148",0.0617343107147347
"1149",0.061881041772709
"1150",0.0620288494477275
"1151",0.0621778381791485
"1152",0.0623281432366325
"1153",0.0624799264432163
"1154",0.0626333714423424
"1155",0.062788678560742
"1156",0.0629460593251131
"1157",0.0631057306960292
"1158",0.0632679090873785
"1159",0.0634328042437981
