CD_ESTRUTURA_COMERCIAL;CD_DIA_CICLO;CD_SEMANA_CICLO;CD_CICLO;RB;PUNTOS
300000443;12;2;201511;11566.22;1918
300000805;18;3;201507;31075.76;4484
300000491;2;1;201610;15292.64;1607
300001309;3;1;201717;4318.31;322
300000443;4;1;201605;15038.4;1428
300000950;3;1;201605;9784.7;975
300000491;4;1;201802;5022.61;379
300000805;8;2;201515;19870.54;2885
300000950;10;2;201803;30937;2117
300000805;21;3;201704;5077.52;418
300000951;3;1;201704;2077.6;170
300000805;19;3;201510;13373.69;2242
300000951;16;3;201501;2562.2;465
300000951;15;3;201501;5340.7;962
300000951;18;3;201504;12875.84;2150
300000491;16;3;201508;31218.22;4944
300000491;6;1;201702;4239.22;381
300000491;5;1;201702;2807;253
300000443;22;4;201712;14104.72;1106
300000951;12;2;201716;8471.06;519
300000950;9;2;201702;31583.71;2920
300000951;5;1;201515;1204.42;146
300000443;1;1;201513;3229.41;447
300000443;23;4;201706;1248.52;100
300000491;;;201702;11677.32;980
300000950;11;2;201701;7180.21;614
300000443;11;2;201701;7300.46;681
300000805;2;1;201601;7279.96;1020
300000950;22;4;201517;3275.72;455
300000443;22;4;201517;1416.43;201
300001309;4;1;201711;1937.1;162
300000951;11;2;201610;2927.6;335
300000491;5;1;201506;2154.04;306
300000443;17;3;201609;69189.76;7068
300000951;23;4;201609;1400.1;118
300000950;2;1;201514;23168.02;3502
300000443;9;2;201508;19915.51;3244
300001309;2;1;201803;3828.72;244
300000443;17;3;201617;1705.91;183
300000951;6;1;201603;2947.3;433
300001309;4;1;201802;1449;108
300000951;10;2;201710;20233.9;1800
300000805;;;201708;3136.3;245
300000950;19;3;201502;10039.75;1781
300000951;26;4;201502;5365.46;964
300000805;7;1;201517;11987.56;1629
300001309;4;1;201714;1854.3;138
300000950;31;5;201509;1378.13;5
300000805;19;3;201709;3885.04;327
300000950;23;4;201716;1263.5;93
300000950;18;3;201614;18191.51;1433
300000443;18;3;201614;15531.88;1212
300001309;17;3;201802;2769.4;206
300000443;15;3;201703;66607.59;4893
300000443;17;3;201703;78039.38;6300
300000491;18;3;201703;34627.54;2806
300000951;14;2;201703;39915.29;3211
300000491;21;3;201706;248857.35;19442
300001309;15;3;201706;20757.91;1690
300000491;6;1;201607;5119.6;520
300000443;10;2;201802;21712.9;1596
300000950;11;2;201714;28625.88;1957
300000491;11;2;201714;12328;871
300000951;28;4;201714;250208.62;18529
300000951;13;2;201708;48269.02;4408
300000491;8;2;201707;11339.43;771
300000491;16;3;201517;56936.52;7391
300000443;17;3;201517;36673.32;4533
300000951;2;1;201601;14129.24;2012
300000443;16;3;201512;35462.34;5099
300000805;11;2;201503;11618.54;2198
300000950;11;2;201503;7026.72;1424
300000491;12;2;201503;2228.72;383
300000443;13;2;201503;20079.5;3834
300000491;7;1;201610;25110.16;2562
300000951;21;3;201512;44875.66;6923
300000443;14;2;201512;46641.53;7163
300000443;17;3;201705;98792.82;7864
300000443;14;2;201706;60080.32;4784
300000950;16;3;201706;76177.11;6161
300000950;19;3;201505;91766.14;15503
300000443;18;3;201505;28237.87;4948
300000950;1;1;201614;39073.76;3512
300000950;10;2;201505;8524.66;1518
300000950;14;2;201510;50644.06;8170
300000443;6;1;201704;58717.75;4140
300000951;2;1;201705;12405.38;987
300000951;19;3;201704;41274.67;3365
300000950;15;3;201704;28304.71;2488
300000950;16;3;201716;62102.25;3893
300000491;13;2;201716;112615.63;6163
300000950;11;2;201713;25608.08;1954
300000950;11;2;201609;35317.42;3471
300000443;21;3;201616;118137.05;8851
300000805;3;1;201513;198792.02;11794
300000805;4;1;201513;79643.83;5061
300000491;4;1;201513;251919.68;15492
300000805;5;1;201513;4914.86;435
300000443;3;1;201513;426502.79;25831
300000951;8;2;201512;18532.74;3032
300000443;13;2;201502;33731.05;5932
300000443;17;3;201716;32790.49;2101
300000951;17;3;201716;87133.34;4996
300000443;8;2;201717;22601.16;1529
300000950;27;4;201714;291312.42;21308
300000951;27;4;201714;287743.14;21217
300000443;8;2;201510;30453.08;5069
300000491;28;4;201509;100744.89;15655
300000491;18;3;201712;18036.65;1389
300000443;19;3;201711;17639.09;1397
300000443;3;1;201712;1792.7;132
300000805;2;1;201713;5827.49;503
300000491;8;2;201617;51087.49;5014
300000491;18;3;201705;109205.1;8528
300000491;19;3;201705;41657.7;3345
300000951;27;4;201705;263077.34;20720
300000951;2;1;201802;17026.85;1257
300000951;7;1;201513;66168.07;4230
300001309;16;3;201716;14857.24;1009
300000443;15;3;201512;35075.49;5028
300000805;14;2;201717;86575.86;6183
300000491;8;2;201608;18522.01;1922
300000950;7;1;201608;21614.46;2413
300000950;1;1;201508;52638.06;8598
300000491;13;2;201601;9256.44;1562
300000491;14;2;201601;31238.52;4592
300000950;14;2;201603;30557.77;4446
300000950;13;2;201615;53019.02;5342
300000950;15;3;201606;55292.02;5699
300000951;21;3;201613;137039.61;10782
300000950;11;2;201507;8622.62;1250
300000951;19;3;201516;16170.18;2121
300000951;20;3;201803;278143.57;19724
300001309;18;3;201803;41660.17;2822
300000805;14;2;201613;34017.79;2723
300000950;21;3;201801;169747.39;14024
300000491;13;2;201802;203547.76;14970
300000805;13;2;201802;283514.1;20560
300000805;20;3;201708;310980.49;28292
300000951;20;3;201708;307743.62;27825
300000950;12;2;201708;27535.59;2716
300000443;16;3;201703;54657.27;4167
300000950;16;3;201703;85249.64;6753
300000805;9;2;201703;23149.35;1908
300000491;18;3;201608;136511.59;14815
300000443;17;3;201608;79256.73;8805
300000491;19;3;201608;23816.76;2698
300000443;15;3;201609;41222.75;4156
300000951;9;2;201603;17071.99;2532
300000950;1;1;201603;43811.24;6615
300000443;30;5;201602;448.85;112
300000951;12;2;201612;16333.1;1507
300000805;21;3;201701;192246.35;19916
300000951;1;1;201713;13540.2;1172
300001309;9;2;201712;33299.06;2560
300000491;5;1;201717;13893.98;859
300000951;16;3;201716;50888.94;3121
300001309;6;1;201717;12373.03;884
300000950;21;3;201716;203276.9;12450
300000491;21;3;201716;184212.4;12326
300000443;3;1;201514;16115.84;2383
300000491;4;1;201602;16003.23;1988
300000443;10;2;201509;22462.47;4266
300000951;15;3;201802;20199.49;1437
300000950;23;4;201802;36523.39;2546
300000951;27;4;201802;315291.11;21707
300000443;27;4;201802;170149.85;12151
300000443;25;4;201702;55912.49;4855
300000950;16;3;201515;35893.07;5039
300000491;18;3;201801;34597.43;2614
300001309;9;2;201802;21578.73;1689
300000491;14;2;201614;97458;8714
300000491;13;2;201614;41664.06;3724
300000491;21;3;201708;89632.97;8283
300000951;28;4;201705;91403.28;7451
300001309;14;2;201706;44527.27;3587
300000950;14;2;201706;71500.92;5731
300000951;14;2;201613;52734.48;4086
300000950;7;1;201613;38648.24;2574
300000951;18;3;201716;55293.72;3507
300000951;9;2;201717;45333.95;3030
300000950;18;3;201716;32411.35;1993
300000491;19;3;201716;43037.81;2718
300000805;8;2;201613;39330.9;2893
300000805;25;4;201702;66574.34;5894
300000950;21;3;201712;233842.98;17804
300001309;21;3;201712;67372.62;5473
300000443;26;4;201702;21407.84;1878
300000805;22;4;201703;24317.38;1972
300000805;11;2;201705;16437.9;1265
300000951;1;1;201706;36514.28;2817
300000951;13;2;201617;114534.89;11228
300000805;6;1;201617;4856.92;515
300000443;7;1;201607;37353.52;2814
300000491;5;1;201512;5253.01;790
300000951;10;2;201512;24154.61;3952
300000951;15;3;201613;59794;4500
300000805;10;2;201517;28800.72;3640
300000443;9;2;201517;20070.7;2519
300000805;21;3;201516;80252.3;9936
300000491;13;2;201517;11289.19;1244
300000950;16;3;201507;33100.04;4685
300000491;2;1;201613;9046.32;893
300000805;11;2;201515;22604.83;3221
300000443;3;1;201516;452721.49;29600
300000950;22;4;201714;48372.79;3519
300000491;16;3;201701;65446.1;6563
300000951;1;1;201702;13870.3;1226
300000491;13;2;201610;38338.8;3846
300000805;13;2;201610;33115.62;3341
300000443;21;3;201702;56879.7;4754
300000950;20;3;201702;45334.38;3776
300000951;28;4;201702;90246.48;7615
300000950;18;3;201705;58393;4647
300000491;16;3;201705;67409.99;5331
300000443;16;3;201611;81048.12;7382
300000491;16;3;201611;101884.68;9546
300000950;14;2;201505;62766.63;10296
300000491;10;2;201617;62501.04;5837
300000443;10;2;201502;32982.92;5395
300000951;13;2;201601;22696.72;3322
300000950;9;2;201601;8029.52;1126
300000443;9;2;201704;24666.01;1841
300000805;7;1;201705;10274.6;792
300000950;1;1;201705;43087.6;3455
300000443;1;1;201617;43225.89;3929
300000951;19;3;201712;50017.97;3886
300000805;17;3;201713;67365.07;4855
300000950;12;2;201712;29663.47;2174
300000491;10;2;201717;84699.74;5384
300000950;12;2;201704;43620.12;3494
300000491;11;2;201715;8055.5;597
300000951;21;3;201603;82234.15;11944
300000443;17;3;201613;107288.24;8482
300000805;2;1;201716;3772;254
300000951;12;2;201613;8947.27;750
300000443;4;1;201613;4514.5;390
300000491;5;1;201613;2112.78;193
300000951;14;2;201710;70263.58;5747
300000951;1;1;201714;13859.5;1023
300000805;21;3;201714;14101.78;1030
300000491;25;4;201802;48777.21;3430
300001309;17;3;201714;10807.09;760
300000951;14;2;201714;339804.39;24838
300000950;19;3;201616;55404.29;4593
300000443;16;3;201503;18229.57;3583
300000805;20;3;201503;13297.73;2446
300000805;18;3;201606;57333.22;5903
300000950;11;2;201601;8181.57;1203
300001309;8;2;201803;15942.41;1144
300000805;14;2;201803;36323.83;2464
300000951;22;4;201517;1583.4;141
300000950;7;1;201611;34875.51;3189
300000491;11;2;201512;37139.9;5713
300000491;15;3;201605;44756.53;4538
300000951;15;3;201516;27113.95;2961
300000443;14;2;201713;28196.37;1900
300000443;14;2;201708;34384.81;2964
300000950;14;2;201708;53392.63;4811
300000491;6;1;201707;74727.61;3123
300000443;;;201802;12547.68;880
300000951;26;4;201514;13557.2;1956
300000951;28;4;201514;139733.34;19755
300000950;2;1;201608;27565.19;2855
300000805;3;1;201608;7257.42;749
300000491;16;3;201608;33752.73;3635
300000805;18;3;201706;31966.38;2512
300000951;18;3;201706;64423.5;4779
300000805;8;2;201513;13461.22;1276
300000951;15;3;201513;22272.58;2113
300000950;2;1;201515;26080.85;3197
300000951;9;2;201515;25340.66;3436
300000491;11;2;201517;27696.33;3377
300000443;12;2;201606;12873.6;1306
300000491;13;2;201606;10763.72;1098
300000950;14;2;201601;29856.12;4251
300000491;19;3;201603;121561.69;17275
300000805;3;1;201604;17197.3;2032
300000491;17;3;201513;25366.01;2680
300000443;13;2;201714;180493.96;12539
300000443;11;2;201714;29469.98;2035
300001309;18;3;201707;20899.51;1556
300000951;18;3;201707;57224.92;3779
300000491;8;2;201615;16523.44;1603
300000443;15;3;201502;20524.41;4086
300000443;7;1;201711;10683.91;869
300000951;18;3;201709;37695.75;2990
300001309;18;3;201709;17459.93;1334
300000443;10;2;201603;23932.77;3755
300000443;11;2;201603;16404.12;2514
300000805;1;1;201514;42517.41;5712
300000443;22;4;201504;56185.52;10065
300000805;6;1;201505;5365.48;807
300000950;1;1;201505;32039.25;5030
300000805;2;1;201504;7459.01;1177
300000951;12;2;201615;32137.6;3248
300000805;20;3;201706;54634.84;4251
300000950;5;1;201502;7059.89;1203
300000491;11;2;201507;18880.74;2515
300000951;17;3;201705;41103.98;3196
300000951;3;1;201616;3419.59;296
300000951;6;1;201610;10550.12;1069
300000491;18;3;201609;61504.93;6266
300000491;22;4;201505;12013.24;2126
300000950;14;2;201503;27235.58;5129
300000950;16;3;201702;39359.57;3192
300000950;19;3;201802;6434.39;434
300000443;8;2;201609;20780.45;2122
300000805;8;2;201609;17832.27;1855
300000805;9;2;201609;23559.94;2372
300000491;2;1;201511;9577.31;1339
300000950;5;1;201606;21022.5;2074
300000443;5;1;201606;13778.7;1396
300000950;10;2;201606;29504.2;2980
300000443;1;1;201608;30454.04;3151
300000950;1;1;201608;24236.89;2468
300000491;13;2;201709;55281.46;4506
300000443;9;2;201616;25707.17;1801
300000443;8;2;201616;48254.35;3589
300000950;12;2;201802;24735.47;1826
300000443;7;1;201803;8009.4;558
300001309;9;2;201709;21925.07;1802
300000805;19;3;201710;37345.05;3114
300000805;6;1;201707;94340.97;4735
300000950;10;2;201717;84675.61;5728
300000950;26;4;201602;12127.01;1678
300000950;21;3;201713;263361.73;19446
300001309;21;3;201713;76927.45;5194
300000950;21;3;201615;182792.66;19185
300000443;12;2;201803;5730.21;335
300000951;17;3;201713;83770.58;5683
300001309;17;3;201713;33730.54;2382
300000951;13;2;201715;70990.51;5278
300000950;9;2;201716;711982.63;29562
300000443;13;2;201712;83116.74;6399
300000805;12;2;201711;2805.6;223
300000951;14;2;201711;48823.53;3946
300000951;20;3;201710;387915.45;32061
300000950;1;1;201710;97800.6;8051
300000950;23;4;201714;49383.74;3556
300000443;18;3;201713;39747.38;2672
300000805;7;1;201610;10866;1151
300000491;15;3;201603;29153.86;4080
300000805;10;2;201715;22392.3;1642
300000805;13;2;201717;403841.33;29609
300000951;13;2;201717;268962.99;19567
300000443;13;2;201717;123551.77;8131
300000443;20;3;201610;143607.6;14624
300000443;13;2;201708;27471.17;2765
300000951;8;2;201616;104086.61;5464
300000491;9;2;201612;29382.26;2520
300000443;7;1;201606;20498.6;2061
300000443;22;4;201509;27561.24;4308
300000491;23;4;201509;23658.34;3948
300000491;24;4;201509;9878.08;1562
300000951;2;1;201510;13261.5;2008
300000951;9;2;201504;3637.28;585
300000951;8;2;201704;21251.92;1726
300000805;1;1;201715;44776.52;3396
300000491;15;3;201715;51805.94;3943
300000951;7;1;201704;20688.32;1677
300000491;8;2;201504;13474.48;2363
300000950;12;2;201514;28394.26;4241
300000491;14;2;201514;105095.81;15498
300000951;8;2;201608;11835.15;1182
300001309;11;2;201708;14917.4;1252
300000951;11;2;201708;14891.53;1344
300000950;17;3;201708;68597.67;6197
300000491;20;3;201713;254277.85;17736
300000805;9;2;201714;36014.68;2540
300000491;10;2;201714;48458.28;3460
300000950;24;4;201713;6101.38;461
300000443;20;3;201604;167125.8;20020
300001309;6;1;201709;21488.87;1987
300000951;6;1;201709;20771.86;1694
300000950;13;2;201710;34142.1;2890
300000950;6;1;201516;15901.66;2179
300000443;14;2;201604;52126.91;6120
300000951;6;1;201510;18366.06;3077
300000443;20;3;201516;101039;12547
300000805;7;1;201801;28786.6;2144
300000491;29;5;201602;16935.84;2454
300000950;4;1;201601;7211.26;972
300000805;5;1;201601;10293.61;1481
300000805;4;1;201601;1300.2;193
300000805;9;2;201512;21557.78;3362
300000950;7;1;201706;45322.16;3589
300000950;19;3;201606;68710.71;7043
300000491;20;3;201606;25390.61;2613
300000950;1;1;201707;21882.85;1763
300000951;12;2;201705;10967.3;894
300000491;9;2;201703;21348.56;1710
300000491;13;2;201703;11220.82;866
300000951;10;2;201510;48380.51;7823
300000951;3;1;201601;10404.24;1647
300000491;4;1;201503;11228.56;2211
300000443;5;1;201503;1468.36;259
300000951;4;1;201703;6429.5;522
300001309;10;2;201707;16393.79;1118
300000951;11;2;201707;17936.82;1238
300000443;13;2;201707;70496.82;4178
300001309;12;2;201708;17886.32;1597
300000805;12;2;201708;2365.2;183
300000443;5;1;201616;2743.29;249
300000443;4;1;201616;6181.07;607
300000951;29;5;201714;7812.92;512
300000805;24;4;201714;48884.42;3644
300000951;3;1;201509;2853.01;411
300000951;1;1;201517;21784.48;2611
300000951;13;2;201515;38191.88;5424
300000443;14;2;201509;66206.11;10515
300000951;1;1;201504;5002.23;838
300000950;18;3;201708;40815.81;3837
300000805;7;1;201709;4701.55;411
300000443;5;1;201508;8918.37;1472
300000951;8;2;201709;31689.92;2668
300000950;14;2;201802;210523.04;15194
300000443;22;4;201709;48687.56;3791
300000805;3;1;201704;8634.24;702
300000950;5;1;201704;19348.86;1578
300000950;4;1;201704;1733.2;142
300000951;25;4;201705;35916.29;2784
300000951;4;1;201502;1700.99;291
300000491;8;2;201614;38687.85;3447
300000950;20;3;201609;161658.7;16552
300000491;22;4;201609;27023.7;2755
300000443;10;2;201713;9324.77;813
300000443;5;1;201614;12325.51;1108
300000951;6;1;201707;183595.05;7935
300001309;5;1;201714;6087.2;442
300000443;10;2;201616;45045.73;2718
300000443;19;3;201708;23528.27;2445
300000951;8;2;201602;25675.06;3290
300000443;16;3;201710;41340.36;3561
300000950;13;2;201712;94344.3;7177
300000805;3;1;201603;7211.37;1049
300001309;16;3;201802;6841.8;488
300000950;5;1;201707;3596.4;286
300000443;15;3;201601;26202.43;3748
300000951;1;1;201602;20602.78;2598
300000491;17;3;201601;27234.75;3993
300000951;17;3;201510;36108.02;5565
300000491;3;1;201612;15499.49;1395
300000491;5;1;201612;8917.49;849
300000491;10;2;201709;14492.52;1136
300000805;19;3;201602;3646.61;503
300000491;25;4;201614;100105.59;9674
300000951;31;5;201614;26705.29;2486
300000951;26;4;201714;46380.69;3411
300000805;9;2;201801;24220.9;1784
300000805;14;2;201510;24387.07;4209
300000805;4;1;201506;8061.84;1206
300001309;8;2;201706;16115.88;1291
300000443;16;3;201712;29055.66;2178
300001309;16;3;201711;45851.63;3696
300001309;5;1;201706;10401.46;802
300000443;13;2;201706;38603.12;3105
300000443;;;201513;7347.18;267
300000950;;;201513;22709.17;67
300000951;8;2;201716;52376.65;2288
300000951;1;1;201708;16586.49;1359
300000491;5;1;201511;5079.33;981
300000805;6;1;201511;10619.32;1945
300000950;5;1;201511;12238.98;1952
300000950;3;1;201511;29584.61;4166
300000951;11;2;201511;9396.04;1667
300000491;7;1;201511;19688.85;3323
300000951;20;3;201607;193874.86;17903
300000443;12;2;201610;21586.42;2254
300000491;21;3;201515;56520.97;8169
300000951;15;3;201704;51320.71;3984
300000951;2;1;201707;5971;481
300000950;12;2;201515;15704.37;2232
300000443;21;3;201613;148373.27;11535
300000491;1;1;201614;27577.27;2480
300000950;3;1;201706;7912.84;609
300000805;1;1;201510;33039.16;5413
300000951;7;1;201510;22962.94;3802
300000443;6;1;201705;27793.4;2252
300001309;6;1;201707;29415.29;1769
300000443;11;2;201511;19914.61;3254
300000443;30;5;201714;18361.97;1320
300000443;16;3;201604;29422.28;3519
300000805;19;3;201705;38245.52;2953
300000805;9;2;201712;29262.24;2072
300001309;21;3;201711;59222.77;5059
300000491;21;3;201711;96984.66;7913
300000491;11;2;201501;13367.1;2389
300000805;19;3;201515;8500.09;1192
300000491;18;3;201515;32468.11;4733
300000805;13;2;201503;6523.42;1197
300000443;17;3;201607;53277.94;4959
300000805;13;2;201612;62130.99;5620
300000491;19;3;201702;10259.82;820
300000950;17;3;201707;67085.53;4875
300000805;8;2;201710;23346.92;1698
300000950;8;2;201509;35804.39;7309
300000805;26;4;201509;26382.67;4145
300000951;3;1;201510;10182.33;1666
300000951;5;1;201706;4320.6;312
300000805;24;4;201703;1935.98;163
300000443;5;1;201704;22576.88;1841
300000491;15;3;201610;78593.96;8049
300000491;21;3;201614;46513.32;4242
300000805;19;3;201517;25876.39;2997
300000491;16;3;201614;39004.2;3787
300000951;14;2;201612;38741.33;3518
300000491;12;2;201617;30692.87;2999
300000443;12;2;201617;46806.44;4607
300000805;13;2;201617;55040.21;5361
300000491;7;1;201611;28425.49;2732
300000443;6;1;201803;1856.6;125
300000805;18;3;201707;56317.36;4165
300000491;12;2;201614;31857.27;2824
300000443;11;2;201614;31404.47;2810
300000491;6;1;201713;12988.37;1031
300000951;24;4;201514;39503.49;5508
300000805;18;3;201514;14463.31;1984
300000950;5;1;201503;8282.36;1541
300000805;17;3;201711;60699;4798
300000443;17;3;201711;98135.96;7779
300000950;6;1;201712;25625.7;1958
300001309;11;2;201712;13728.3;1038
300000951;9;2;201711;21329.85;1672
300001309;8;2;201716;5711.3;424
300000950;17;3;201714;23011.58;1684
300000805;14;2;201612;32466.09;2889
300000491;1;1;201609;27718.61;2815
300000951;3;1;201517;12166.67;1492
300000950;14;2;201613;52330.81;4387
300000805;10;2;201711;11842.29;922
300000805;20;3;201710;403514.29;33410
300000443;20;3;201507;74331.1;10575
300000805;1;1;201508;26177.58;4003
300000491;15;3;201702;13161.74;1085
300000491;3;1;201507;36014.23;2836
300000443;7;1;201510;41431.74;6763
300000951;19;3;201614;6162.1;564
300000805;16;3;201605;56922;5809
300000443;16;3;201605;55444.79;5623
300000805;10;2;201516;16621.67;1761
300000805;3;1;201703;7714.78;644
300000491;11;2;201604;32743.93;3565
