CD_ESTRUTURA_COMERCIAL;CD_DIA_CICLO;CD_SEMANA_CICLO;CD_CICLO;RB;PUNTOS
300000491;3;1;201615;18668.67;1808
300000950;23;4;201609;4172.03;402
300000491;4;1;201605;12943.85;1242
300000491;5;1;201605;14913.8;1446
300000443;5;1;201712;2199.1;162
300001309;9;2;201715;15489.51;1119
300000951;5;1;201513;1028.8;146
300000951;12;2;201704;5204.86;418
300000491;24;4;201706;1785.12;142
300000443;4;1;201606;3558.9;362
300000805;4;1;201606;13033.81;1354
300000950;;;201611;1559.58;142
300000950;4;1;201506;9717.9;1598
300000951;5;1;201612;3155.5;279
300000443;5;1;201605;17203.7;1667
300000491;10;2;201501;3026.6;588
300000491;18;3;201802;5592.8;404
300000951;20;3;201507;82147.94;11716
300000805;12;2;201509;6797.32;1351
300000951;24;4;201604;1165.8;190
300000805;13;2;201608;16589.77;1870
300000805;3;1;201712;14095.36;1063
300000950;12;2;201509;17206.57;2772
300001309;11;2;201711;15650.61;1296
300000805;2;1;201711;5362.7;422
300000443;3;1;201711;2717.4;224
300000805;19;3;201714;2892.5;211
300000491;13;2;201507;9761.76;1299
300000805;6;1;201702;1581.32;144
300000443;4;1;201702;7482.38;705
300000950;17;3;201609;65914.46;6684
300000805;10;2;201803;27128.4;1839
300000491;10;2;201803;26589.59;1809
300000805;11;2;201707;7174.39;575
300000491;12;2;201501;2064.34;373
300000951;10;2;201803;24589.6;1725
300000951;12;2;201510;7093.34;1156
300000443;12;2;201615;23960.39;2451
300000443;2;1;201713;2931.6;248
300000951;;;201508;4688.6;742
300000491;12;2;201608;8500.15;864
300000491;3;1;201611;13879.38;1354
300000491;5;1;201617;5248.12;471
300000950;4;1;201717;7398.34;504
300000491;6;1;201501;2025.84;346
300000951;17;3;201617;2636.91;256
300000950;22;4;201712;1740.1;113
300000950;18;3;201714;5398.53;377
300000491;20;3;201502;1481.04;297
300000805;;;201508;999.98;126
300000443;4;1;201713;1561.7;131
300000443;21;3;201706;66488.95;5273
300000805;11;2;201507;16451.35;2191
300000491;7;1;201607;106710.5;6159
300000950;6;1;201607;183851.11;10819
300000491;8;2;201802;33399.95;2487
300000443;28;4;201714;77087.85;5712
300000443;17;3;201508;33749.13;5667
300000443;19;3;201507;20957.46;3080
300000951;21;3;201707;142045.23;10389
300000443;8;2;201708;19780.4;1610
300000491;14;2;201517;49894.03;6061
300000950;13;2;201503;28081.96;5123
300000950;14;2;201512;43651.29;6696
300000805;10;2;201706;5742.18;464
300001309;17;3;201706;82069.56;6135
300000491;24;4;201505;29119.87;5322
300000491;1;1;201506;16518.52;2802
300000491;10;2;201510;20373.74;3367
300000950;7;1;201505;15073.79;2539
300000491;12;2;201505;11690.94;2094
300000951;1;1;201511;14417.06;2394
300000443;1;1;201702;31832.15;2820
300000443;16;3;201508;33980.55;5728
300000491;17;3;201508;42311.74;7128
300000950;22;4;201614;47305.24;4480
300000951;15;3;201716;84829.96;5175
300000805;15;3;201716;64009.49;3897
300000443;15;3;201716;11193.03;591
300000805;16;3;201716;49412.79;3300
300000491;16;3;201713;102761.45;7116
300000950;7;1;201713;948002.28;36981
300000805;12;2;201713;10808.69;834
300000950;16;3;201713;55187.28;3739
300000443;20;3;201701;230389.94;24592
300000805;9;2;201702;23953.49;2102
300000443;8;2;201702;14006.6;1252
300000443;15;3;201612;94619.61;8623
300000443;14;2;201612;47304.6;4074
300000950;15;3;201612;90302.81;8200
300000950;24;4;201602;72215.19;10157
300000950;23;4;201602;48128.89;6673
300000443;23;4;201602;23160.72;3471
300000951;10;2;201513;10230.53;931
300000951;9;2;201702;38653.17;3302
300000950;14;2;201511;91379.96;15059
300000950;1;1;201512;55812.44;9266
300000805;1;1;201512;16622.41;2750
300000491;5;1;201502;3029.51;531
300000443;9;2;201801;19697.07;1400
300001309;8;2;201717;26253.43;1892
300000491;27;4;201714;305931.97;22323
300000951;2;1;201617;31343.65;3045
300000805;17;3;201616;38177.43;3041
300000950;8;2;201510;43357.57;7054
300000491;9;2;201510;31287.1;5156
300000491;14;2;201712;60777.49;4577
300000950;16;3;201712;75248.73;5824
300000951;17;3;201711;120312.58;9466
300000491;17;3;201615;107761.8;11335
300000443;16;3;201615;98185.37;10138
300000951;2;1;201616;4926.4;449
300000491;21;3;201705;232474.45;18299
300000950;14;2;201801;80027.82;5642
300000443;21;3;201512;44213.9;6949
300000491;2;1;201513;2421.27;266
300000805;2;1;201513;8401.68;1069
300001309;7;1;201713;128814.99;5387
300000951;1;1;201513;3393.5;472
300000805;16;3;201512;27916.62;4021
300000491;18;3;201512;44113.09;6771
300000443;14;2;201717;131421.06;9356
300000950;11;2;201801;32312.31;2028
300001309;14;2;201717;137283.1;10158
300000951;14;2;201717;201360.44;14369
300000951;14;2;201608;20613.88;2183
300000443;6;1;201608;14615.89;1575
300000951;8;2;201508;8389.36;1396
300000805;2;1;201508;7415.47;1205
300000950;12;2;201601;8621.48;1243
300000443;14;2;201603;26727.78;3815
300000491;14;2;201615;44662.72;4411
300000950;9;2;201614;66682.15;5287
300000950;10;2;201614;129825.43;11031
300000805;11;2;201614;64561.09;5398
300000951;17;3;201614;42923.76;3301
300000443;11;2;201507;7142.71;1066
300000443;12;2;201516;7741.78;976
300000443;20;3;201803;81188.81;6068
300000950;20;3;201803;198874.17;14109
300000443;5;1;201803;5363.38;368
300000805;20;3;201801;373108.3;28663
300000443;20;3;201801;109725.51;8421
300000950;15;3;201802;49253.12;3466
300000951;19;3;201708;72588.36;6694
300000491;19;3;201707;49934.7;3746
300000951;14;2;201708;76902.6;6784
300000443;6;1;201703;12587.8;999
300000443;11;2;201703;21474.78;1211
300000951;18;3;201703;44037.91;3187
300000805;14;2;201703;38764.52;3164
300000805;5;1;201703;3897.56;333
300000951;15;3;201604;46397.98;5228
300000443;13;2;201704;43984.06;3597
300000805;18;3;201608;37990.21;4257
300000805;19;3;201608;9053.79;971
300000950;19;3;201608;28179.78;2954
300000805;30;5;201602;92242.73;13635
300000951;8;2;201603;18367.97;2707
300000951;11;2;201612;17683.1;1606
300000950;6;1;201702;44903.43;4023
300000491;7;1;201702;32690.9;2910
300000805;7;1;201702;19315.99;1762
300001309;1;1;201717;17278.86;1225
300000951;10;2;201514;21549.7;3195
300000950;4;1;201514;3391.36;521
300000805;6;1;201514;10143.47;1438
300000491;6;1;201514;7366.15;1141
300000950;2;1;201602;19665.76;2546
300000951;9;2;201602;21594.42;2809
300000951;7;1;201612;37708.94;3394
300000951;2;1;201511;16463.86;2481
300000443;9;2;201703;19481.14;1574
300000491;24;4;201802;70991.38;4907
300000951;9;2;201703;17910.85;1409
300000491;27;4;201702;36460.07;3094
300000951;5;1;201703;7874.32;627
300000491;2;1;201703;10056.66;805
300000950;1;1;201504;34295.51;5507
300000805;16;3;201510;17661.04;2894
300000950;21;3;201501;92320.29;15454
300000951;27;4;201602;73206.31;9815
300000443;21;3;201602;38887.35;5450
300000951;28;4;201602;75376.17;11017
300000443;8;2;201508;28906.57;4783
300000805;9;2;201508;14150.08;2065
300000805;16;3;201515;25831.46;3889
300000443;16;3;201515;29699.61;4459
300000950;17;3;201515;34618.13;5131
300000951;2;1;201516;5529.05;740
300000950;28;4;201802;225646.81;15413
300000950;9;2;201802;26051.23;1897
300000805;21;3;201801;65901.67;5293
300000951;30;5;201705;4960.89;401
300000805;18;3;201716;50385.04;3179
300000950;3;1;201703;8132.76;671
300000491;23;4;201703;194935.79;15828
300000805;23;4;201703;142543.5;11416
300000950;7;1;201607;50304.25;4187
300000443;3;1;201512;19054.52;3055
300000950;9;2;201517;42714.27;4843
300000443;13;2;201517;58962.08;7414
300000443;12;2;201517;24849.58;3032
300000950;11;2;201517;34249.12;3909
300000805;12;2;201517;16002.08;1827
300001309;16;3;201715;32959.82;2368
300000950;10;2;201515;26269.79;3557
300000950;2;1;201516;9091.64;1360
300000491;19;3;201515;11892.93;1729
300000950;3;1;201516;10193.26;1558
300000443;5;1;201609;14370.19;1390
300000805;17;3;201701;33324.17;3367
300000491;17;3;201701;24333.42;2561
300000951;20;3;201610;191422.42;19725
300000443;14;2;201610;49459.62;5108
300000491;17;3;201705;56430.82;4440
300000443;19;3;201704;218443.94;18184
300000951;9;2;201706;18843.36;1509
300000491;11;2;201706;9694.26;776
300000491;19;3;201505;40220.36;6729
300000805;10;2;201617;21706.95;2127
300000950;9;2;201502;13374.53;2302
300000443;6;1;201601;25850.94;3533
300000950;8;2;201601;18240.54;2637
300000805;10;2;201601;2199.86;474
300000951;16;3;201601;15186.61;2296
300000491;11;2;201601;2399.6;326
300000805;10;2;201712;43845.17;3245
300001309;10;2;201712;17844.1;1274
300000950;20;3;201704;199510.63;16669
300000491;14;2;201705;67712.24;5415
300000950;16;3;201514;38168.44;3655
300000805;22;4;201509;23933.31;3832
300000951;8;2;201617;30527.04;2783
300000443;2;1;201613;8736.5;809
300000951;18;3;201704;36124.88;2782
300000950;14;2;201504;51034.2;8539
300000805;11;2;201704;7607.66;629
300000805;14;2;201713;51940;3290
300000443;8;2;201716;22883.82;889
300000491;15;3;201705;37608.7;2958
300000951;3;1;201611;9622.49;851
300000805;11;2;201616;38175.21;2655
300000443;18;3;201616;35372.51;2740
300000805;21;3;201616;195008.63;14765
300000443;19;3;201616;50091.74;3746
300000950;21;3;201607;160519.2;15329
300000805;1;1;201608;15978.23;1652
300000951;13;2;201603;28412.44;3878
300000950;5;1;201603;21352.19;2713
300000443;4;1;201603;5049.8;830
300000491;20;3;201610;98938.61;10330
300000805;21;3;201503;61511.75;11466
300000491;19;3;201503;30417.46;5665
300000443;19;3;201503;32757.78;6036
300000950;19;3;201503;36206.34;6869
300000950;1;1;201704;27994.54;2279
300000950;14;2;201715;63540.22;4642
300000951;14;2;201715;68015.52;4998
300000491;17;3;201803;132485.84;9096
300000443;8;2;201611;22922.25;2225
300000805;11;2;201512;40561.01;6509
300000951;16;3;201516;23796.34;3126
300000805;18;3;201711;80210.39;6434
300000950;14;2;201713;98180.97;6495
300000951;8;2;201712;65027.63;4520
300000951;10;2;201608;26286.24;2877
300000951;27;4;201514;28509.92;4032
300000805;20;3;201514;7508.6;1049
300000950;8;2;201515;22193.18;3113
300000805;15;3;201705;37006.89;2963
300000491;3;1;201602;8708.51;1135
300000950;19;3;201514;5489.41;768
300000950;18;3;201514;6892.55;940
300000443;21;3;201514;46920.5;6708
300000491;9;2;201513;20156.74;2068
300000805;3;1;201515;21071.85;2918
300000491;4;1;201617;6094.63;564
300000951;10;2;201617;62679.68;6040
300000443;14;2;201617;146011.13;13946
300000951;7;1;201701;33760.24;3470
300000950;19;3;201603;96848.76;13874
300000443;15;3;201513;41043.59;4467
300000805;25;4;201714;14640.7;1057
300000951;14;2;201707;94697.2;5276
300000950;18;3;201707;78445.73;5290
300000805;9;2;201502;16097.03;2813
300000805;16;3;201502;7301.26;1476
300000491;8;2;201711;41812.94;3313
300000805;7;1;201701;22689.24;2198
300000950;10;2;201603;19098.83;3078
300000950;11;2;201603;10051.4;1467
300000443;2;1;201703;8649.36;700
300000951;6;1;201514;14156.08;2015
300000950;20;3;201513;114042.34;12131
300000443;1;1;201505;32189.92;5451
300000950;9;2;201615;25375.2;2380
300000951;19;3;201706;34253.96;2572
300000491;17;3;201712;102208.1;8015
300000950;21;3;201604;101773.93;12271
300000491;17;3;201501;21227.63;3892
300000443;8;2;201507;19531.53;2568
300000805;8;2;201507;10472.95;1522
300000805;7;1;201708;19590.2;1765
300000951;6;1;201706;26236.7;2013
300000951;18;3;201705;21351.7;1686
300000950;4;1;201515;4155.61;570
300000951;12;2;201515;3516.62;466
300000443;14;2;201611;47487.57;4406
300000950;23;4;201702;46370.24;4130
300000443;17;3;201505;19908.42;3383
300000805;21;3;201505;30221.73;5063
300000951;24;4;201505;844.3;106
300000443;15;3;201702;53212.9;4602
300000491;16;3;201702;7490.97;683
300000951;14;2;201609;43555.07;4334
300000443;7;1;201609;36400.49;3844
300000951;16;3;201603;32673.25;4694
300000950;9;2;201603;17306.2;2773
300000491;7;1;201606;28516.8;2801
300000951;17;3;201606;78101.6;7953
300000443;6;1;201602;21966.09;2611
300000443;15;3;201514;27051.33;3904
300000443;20;3;201615;231716.98;23234
300000443;27;4;201514;101709.22;14706
300000805;26;4;201514;16830.05;2255
300000950;27;4;201514;119595.15;17530
300000805;9;2;201616;23828.15;1916
300001309;15;3;201801;47444.46;3524
300000950;21;3;201802;92904.83;5923
300000950;9;2;201712;40189.7;2906
300000805;15;3;201703;34833.91;2771
300000443;19;3;201706;20704.08;1661
300000805;9;2;201709;17012.73;1396
300000950;15;3;201710;56681.66;4811
300000443;19;3;201710;49931.58;4096
300001309;19;3;201710;31459.35;2365
300000805;1;1;201605;71586.1;7339
300000950;19;3;201501;18590.81;3492
300000805;20;3;201501;12248.04;2318
300000443;27;4;201604;5387.16;547
300000951;21;3;201713;182105.25;12735
300000805;21;3;201713;85317.47;6000
300000950;2;1;201715;21616.93;1595
300000805;21;3;201615;261321.7;26891
300000951;13;2;201616;45058.95;3287
300000491;13;2;201715;40062.9;2950
300000443;14;2;201715;47471.24;3575
300000950;1;1;201610;72295.48;7524
300000491;13;2;201711;35956.9;2807
300000950;21;3;201709;207317.08;15920
300000443;17;3;201714;12111.48;917
300000491;23;4;201714;36568.48;2687
300000491;9;2;201715;17212.2;1298
300000491;13;2;201801;9346.3;622
300000950;12;2;201717;72736.39;5067
300000443;12;2;201717;25480.16;1913
300000443;3;1;201801;3442.1;268
300000491;20;3;201716;219058.6;13400
300000443;1;1;201717;10659.82;732
300000951;7;1;201611;31613.24;2952
300000951;8;2;201611;13124.31;1187
300000443;1;1;201611;28823.08;2775
300000443;22;4;201615;2715.98;251
300000443;1;1;201616;23470.49;2124
300000950;15;3;201803;55264.8;3803
300000805;4;1;201611;16137.09;1435
300000951;16;3;201612;80810.99;7211
300000805;9;2;201606;17945.06;1846
300000951;23;4;201509;29712.94;4426
300000950;24;4;201509;53693.48;8425
300000491;17;3;201613;86229.2;6659
300000950;21;3;201703;35642.6;2837
300001309;10;2;201716;98964.83;4216
300000950;9;2;201714;39177.6;2860
300000950;18;3;201713;35716.02;2366
300000491;9;2;201714;46985.44;3297
300000951;9;2;201714;28259.8;2054
300000443;1;1;201605;97289.45;9093
300000491;10;2;201605;14889.91;1530
300000443;18;3;201708;14632.05;1381
300000805;23;4;201514;29529.42;4353
300000950;27;4;201509;128401.8;20428
300000491;8;2;201602;23905.36;3151
300000950;7;1;201602;27704.52;3581
300000951;8;2;201506;18823.19;2831
300000491;9;2;201602;26705.03;3432
300000950;8;2;201504;19685.36;3427
300000491;13;2;201612;96091.33;8761
300000443;13;2;201612;54463.95;4888
300000950;18;3;201610;36903.52;3766
300000491;19;3;201610;30169.62;3112
300000805;9;2;201607;14202.47;1277
300000951;8;2;201510;19699.81;3143
300000491;6;1;201601;4136.3;628
300000951;10;2;201601;2784.8;392
300000950;8;2;201512;40800.88;6833
300000805;6;1;201705;11021.5;889
300000805;19;3;201606;26157.92;2713
300000950;18;3;201606;59529.1;6147
300000491;21;3;201606;68546.93;7052
300000491;4;1;201510;34548.05;5563
300000950;3;1;201503;13921;2634
300001309;9;2;201714;14855.1;1052
300000951;16;3;201512;20784.61;3384
300000443;9;2;201512;23470.6;3300
300000950;7;1;201710;39337.69;3249
300000443;15;3;201715;63506.23;4632
300000951;24;4;201714;69588.96;5073
300000443;2;1;201513;2129.27;300
300000951;22;4;201705;60328.99;4789
300000950;15;3;201509;50465.66;7613
300000951;22;4;201509;22217.22;3292
300000951;4;1;201708;10062.6;846
300000443;10;2;201514;25023.72;3845
300000950;19;3;201615;50821.84;5100
300000951;6;1;201616;48094.39;2372
300000950;8;2;201608;34758;3598
300000951;15;3;201608;23858.58;2478
300000443;6;1;201714;24825.28;1533
300000950;7;1;201614;43101.28;3957
300000950;6;1;201614;35025.68;3158
300000950;8;2;201614;74581.71;6668
300000951;7;1;201610;19961.33;2017
300000443;4;1;201802;6633.3;488
300000950;4;1;201614;3360.8;304
300000491;21;3;201613;146142.33;11951
300000443;4;1;201614;2864.4;262
300000950;5;1;201614;12932.06;1206
300000491;7;1;201512;13030.09;2093
300000950;16;3;201715;69459.38;5132
300000805;5;1;201715;28318.9;1678
300000491;16;3;201715;67192.35;4947
300000950;16;3;201710;73463.86;6081
300000950;9;2;201710;23012.36;1975
300000805;16;3;201710;93517.44;7778
300000950;4;1;201603;8930.51;1262
300000805;17;3;201601;18618.6;2782
300000951;2;1;201602;6556.64;847
300000805;8;2;201802;39682.2;2819
300000950;17;3;201802;37215.8;2646
300000950;12;2;201603;22980.96;3297
300000805;10;2;201510;27059.4;4477
300000805;3;1;201612;8931.8;789
300000443;3;1;201612;4737.58;433
300000950;4;1;201612;13979;1284
300000950;6;1;201603;44165.71;5161
300000805;7;1;201603;17657.16;2608
300000491;7;1;201603;33299.38;4965
300000443;13;2;201709;28250.62;2221
300000950;14;2;201709;74590.84;5634
300001309;2;1;201717;21005.07;1522
300000950;24;4;201614;42760.28;4331
300001309;12;2;201714;36791.16;2549
300000805;12;2;201714;55891.89;4089
300000443;2;1;201505;17287.72;2036
300000951;10;2;201506;20443.96;3331
300000951;11;2;201506;8555.76;1410
300000491;7;1;201506;29282.84;4590
300000951;13;2;201506;118395.43;19085
300000443;7;1;201707;4223.06;337
300000950;20;3;201613;260588.9;20223
300000491;24;4;201502;12046.35;2434
300000805;7;1;201514;21259.57;3019
300000805;21;3;201715;48126.31;3615
300000950;7;1;201716;17872.5;1314
300000443;9;2;201602;37749.28;4925
300000491;21;3;201601;57383.37;8896
300000491;10;2;201602;33215.89;4267
300000951;19;3;201707;45589.89;3320
300000951;22;4;201707;3408.1;251
300000491;1;1;201708;18413.11;1674
300000805;1;1;201708;27113.61;2452
300000951;18;3;201607;14642.91;1504
300000950;14;2;201702;156551.7;14497
300000491;12;2;201610;18789.74;1701
300000950;12;2;201610;27510.12;2760
300000805;21;3;201515;71148.71;9965
300000951;7;1;201516;318919.13;20857
300000805;5;1;201706;18706.58;1519
300000805;24;4;201614;31979.98;3192
300000951;21;3;201505;54481.7;8919
300000951;1;1;201506;9501.24;1578
300000443;28;4;201509;87536.38;13883
300000805;7;1;201802;10689.02;834
300000951;4;1;201512;7262.35;1179
300000950;11;2;201511;23127.15;3700
300000805;17;3;201604;17361.61;2088
300000805;28;4;201604;1813;222
300001309;7;1;201712;90540.73;6256
300000443;21;3;201711;68631.8;5990
300000443;18;3;201613;79867.39;6495
300000443;13;2;201715;44489.2;3436
300000443;11;2;201501;14061.44;2544
300000951;17;3;201501;17917.57;3220
300000950;18;3;201515;17861.07;2465
300000951;25;4;201702;51150.45;4233
300000443;18;3;201702;18009.14;1578
300000951;10;2;201515;36466.94;4966
300000951;14;2;201506;70618.04;11128
300000805;17;3;201707;38778.32;2330
300000951;4;1;201510;3816.86;647
300000805;18;3;201703;76839.92;6177
300000443;18;3;201801;18677.61;1323
300000950;19;3;201614;12125.68;1227
300000950;20;3;201614;21307.76;1862
300000950;23;4;201514;34820.32;4958
300000950;15;3;201614;40233.25;4109
300000805;16;3;201614;31107.81;3040
300000491;2;1;201614;6912.4;617
300000951;5;1;201701;2595.2;246
300000805;11;2;201617;61738.24;6184
300000491;18;3;201510;68312.69;11333
300000805;16;3;201603;32666.81;4695
300000950;6;1;201706;19060.54;1443
300000491;4;1;201515;7529.47;970
300000491;3;1;201711;8427.4;670
300000950;18;3;201509;10031.89;1474
300000950;12;2;201604;8758.12;1076
300000950;3;1;201611;21117.77;1886
300000805;22;4;201712;4453.69;331
300000491;12;2;201712;14444.9;1038
300000491;19;3;201514;1867.53;272
300000951;3;1;201803;14971.31;983
300000951;2;1;201701;7513.78;762
300000491;10;2;201502;21332.86;3703
300000805;18;3;201604;51671.04;6280
300000443;5;1;201702;13151.92;1091
300000951;12;2;201702;35701.91;3189
300000950;11;2;201712;29018.08;2157
300000491;11;2;201712;50170.16;3518
300000491;20;3;201712;264037.97;20461
300000951;18;3;201714;2007.6;149
300000491;10;2;201712;35743.56;2771
300000805;24;4;201602;11727.54;1536
300000951;21;3;201612;105753.83;9580
300000443;21;3;201608;112701.18;12541
300000951;7;1;201609;36293.16;3654
300000491;3;1;201706;4500.38;325
300000951;10;2;201610;6920;714
300000950;2;1;201607;13404.25;1396
300000443;10;2;201711;9003.4;733
300000950;20;3;201507;97637.11;13750
300000491;1;1;201508;30265.43;5313
300000443;5;1;201507;4297.03;639
300000443;4;1;201507;3083.49;486
300000951;15;3;201717;2043.61;164
300000951;16;3;201708;54826.97;4848
300000443;1;1;201703;33730.7;2733
300000443;9;2;201610;21182.7;2241
300000951;2;1;201606;9573.2;999
300000951;17;3;201508;40334.21;6511
300000491;17;3;201802;29130.9;2022
300000951;5;1;201710;7458.9;637
300000491;5;1;201710;18200.29;1239
300000951;20;3;201603;81981.63;11987
300000950;3;1;201717;15637.67;1110
300000951;6;1;201717;26009.02;1826
300000951;8;2;201517;15884.54;2030
300000950;11;2;201610;27114.68;2507
300000805;2;1;201503;10081.48;1824
300000951;11;2;201710;27562.27;2345
300000805;12;2;201515;3858.69;575
300000805;20;3;201508;18451.48;2846
300000951;24;4;201509;36832.77;5444
300000805;19;3;201509;9514.77;1448
300000951;15;3;201801;47601.39;3475
300000951;12;2;201602;14867.37;1961
300000950;5;1;201602;14078.16;1865
300000951;23;4;201502;11643.75;2306
300000491;15;3;201711;54106.96;4312
300000950;2;1;201708;17290.8;1482
300000443;3;1;201611;25900.23;2493
300000951;21;3;201513;61295.96;6556
300000951;19;3;201513;18035.11;1988
300000805;12;2;201709;13027.01;1073
300000951;10;2;201713;20961.09;1581
300001309;10;2;201713;26521.29;1590
300000950;16;3;201612;67352.38;6053
300000443;23;4;201803;27148.68;1949
300000950;15;3;201608;48399.69;5129
300000950;9;2;201507;9294.66;1350
300000951;18;3;201510;19997.44;3252
300000805;12;2;201510;5208.28;790
300000491;12;2;201510;4952.21;762
300000950;20;3;201604;152112.64;18320
300000950;8;2;201701;31397.34;3278
300000805;18;3;201603;16826.9;2241
300000443;14;2;201517;65809.93;8410
300000491;4;1;201801;4494.9;352
300000950;12;2;201801;18525.6;992
300000951;7;1;201705;14701.59;1182
300000443;16;3;201709;39811.76;2990
300000951;16;3;201701;39334.93;4055
300000443;18;3;201704;29432.72;2520
300000443;7;1;201505;12744.68;2383
300000805;4;1;201701;27649.63;2994
300000950;20;3;201714;16579.44;1265
300000491;12;2;201616;10126.82;738
300000950;11;2;201616;25478.98;1884
300000950;4;1;201509;10029.62;1603
300000443;4;1;201509;7113.66;1196
300000443;8;2;201513;15000.14;1559
300001309;26;4;201802;30148.35;2176
300000805;6;1;201701;1904;192
300000491;18;3;201509;22086.39;3263
300000443;7;1;201515;37486.12;5397
300000951;16;3;201504;6064.77;977
300000805;14;2;201701;32084.17;3386
300000951;14;2;201616;60863.08;4659
300000950;7;1;201605;21300.05;2182
300000443;8;2;201707;9457.68;596
300000951;3;1;201713;1547.7;112
300000950;1;1;201609;72975.19;6906
300000951;4;1;201509;1864.56;336
300000491;3;1;201513;2284.94;255
300000443;18;3;201611;23710.04;2180
300000805;15;3;201602;33381.46;4997
300000950;2;1;201702;17238.6;1579
300000443;3;1;201702;19985.06;1757
300000443;4;1;201516;4980.96;726
300000805;11;2;201607;20561.04;1872
300000443;10;2;201607;18708.85;1784
300000805;5;1;201507;2893.03;425
300000443;15;3;201717;2559;178
300000805;11;2;201613;24125.9;1772
300001309;23;4;201712;6325.06;668
300000491;11;2;201713;19911.92;1284
300000951;3;1;201511;16227.74;2030
300000491;19;3;201510;27522.69;4543
300000950;14;2;201701;59879.38;6090
300000805;12;2;201710;10782.8;892
300001309;6;1;201710;29017.49;2059
300000443;12;2;201714;11807.28;783
300000951;2;1;201610;7882;825
300000951;18;3;201701;15495.86;1689
300000443;8;2;201511;29494.82;4590
300000805;3;1;201503;4520.9;827
300000805;11;2;201608;4367.86;448
300000951;15;3;201502;5569.13;1167
300000443;6;1;201508;10752.07;1957
300000443;9;2;201506;38900.44;6350
300000950;8;2;201802;49975.75;3631
300000805;4;1;201714;12548.3;884
300000491;1;1;201711;21915.3;1709
300000491;5;1;201711;7998.89;652
300000805;12;2;201502;25069.55;4169
300000491;12;2;201502;4105.9;709
300000443;20;3;201502;25652.24;4634
300000491;7;1;201509;32041.81;5134
300000805;8;2;201509;18341.5;3023
300000805;21;3;201517;74899.14;9023
300001309;8;2;201802;17199.86;1319
300000805;3;1;201502;5648.67;978
300000491;23;4;201601;2513.54;365
300000443;22;4;201601;2688.17;377
300000443;21;3;201802;26040.89;1828
300000491;11;2;201803;10812.21;737
300000805;7;1;201506;19457.6;3082
300000443;9;2;201612;12936.8;1172
300000950;12;2;201611;27540.99;2497
300000951;;;201605;1973.02;248
300000805;18;3;201605;21236.39;2101
300001309;17;3;201707;12625.79;974
300000951;7;1;201708;52725.22;4801
300000951;3;1;201708;7048.1;608
300000443;13;2;201604;43182.15;5159
300000491;6;1;201717;16368;1031
300000443;15;3;201607;56980.7;5261
300000805;23;4;201714;37810.95;2641
300000950;;;201707;3957.08;302
300000443;17;3;201701;92301.86;9680
300000443;18;3;201701;29215.01;2936
300000950;18;3;201701;42772.3;4333
300000491;6;1;201803;2361.8;161
300000491;19;3;201703;24854.12;1941
300001309;9;2;201710;20630.4;1723
300000950;4;1;201510;11566.96;1923
300000805;6;1;201510;11078.32;1862
300000443;25;4;201614;12162.66;1129
300000805;27;4;201614;34145.29;3302
300000443;18;3;201802;4944.1;336
300000805;20;3;201802;52050.71;3550
300000805;20;3;201612;224993.41;20488
300000805;11;2;201611;16616.65;1617
300000491;5;1;201704;16981.62;1383
300000491;11;2;201508;15783.89;2382
300000950;7;1;201708;70789.18;7220
300000443;6;1;201713;8724.91;686
300000805;12;2;201610;6249.4;642
300000805;9;2;201605;12117.6;1245
300000491;16;3;201501;21645.86;3930
300000950;12;2;201508;24443.88;4118
300000491;9;2;201509;16492.83;2866
300000805;22;4;201503;2313.33;319
300000491;18;3;201507;71445.69;10191
300000491;19;3;201507;9185.59;1389
300000491;7;1;201612;15413.15;1439
300000950;1;1;201606;78698.16;7797
300000950;2;1;201511;23935.46;3858
300000805;5;1;201610;5532;574
300000805;11;2;201602;13510.53;1790
300000491;18;3;201716;34933.94;2248
300000951;5;1;201712;10239.7;768
300000805;12;2;201704;17036.56;1368
300000491;17;3;201505;23924.52;3874
300000951;23;4;201704;2701.1;192
300000443;11;2;201505;3969.8;573
300000805;16;3;201505;6862.72;1168
300000951;13;2;201801;9248.7;674
300000443;13;2;201607;38113.06;3646
300000443;11;2;201607;5369.62;501
300000491;12;2;201509;17720.61;2992
300000491;8;2;201503;4337.18;838
300000951;2;1;201704;7264.4;554
300000951;6;1;201612;10229.49;918
300000950;19;3;201513;33831.73;3537
300000491;20;3;201513;19694.42;2280
300000443;7;1;201502;26916.74;4330
300000491;12;2;201705;7340.9;549
300000491;28;4;201502;62655.43;12462
300000491;12;2;201717;42087.17;2918
300000950;13;2;201801;3986.5;294
300000950;31;5;201714;4996.47;391
300000443;19;3;201504;24101.57;4142
300000805;4;1;201715;5705.7;430
300000491;3;1;201609;14079.23;1393
300000805;20;3;201607;26769.05;2631
300000951;8;2;201612;23170.27;2063
300000443;23;4;201601;1549.8;206
300000443;5;1;201707;1732.51;141
300000491;3;1;201717;3842.21;233
300000951;22;4;201711;8703.4;700
300000805;12;2;201605;6490.4;668
300000443;22;4;201611;1553.5;114
300000950;14;2;201516;46934.14;6215
300000805;1;1;201613;9554.73;880
300000443;12;2;201506;21941.47;3711
300000950;11;2;201803;19284.84;1307
300000491;23;4;201713;11606.3;902
300000951;14;2;201517;12722.7;1581
300000951;7;1;201606;23068.9;2350
300000805;7;1;201512;9060.73;1502
